bigg_id,reaction_name,,subsytem
CYTK8n,"Cytidylate kinase (CMP,dATP),nuclear",,Nucleotide interconversion
DADNK,Deoxyadenosine kinase,,Nucleotide interconversion
DAG_HSter,Diacylglycerol ER export,,"Transport, endoplasmic reticular"
DAGK_hs,Diacylglycerol phosphate kinase (homo sapiens),,Glycerophospholipid metabolism
DARGOp,"D-arginine oxidase, perixosomal",,Arginine and proline metabolism
DASCBH,L-Dehydroascorbate lactonohydrolase,,Vitamin C metabolism
DASPO1p,"D-aspartate oxidase, peroxisomal",,Alanine and aspartate metabolism
DATPtn,DATP diffusion in nucleus,,"Transport, nuclear"
DCK1m,"Deoxycytidine kinase, mitochondrial (ATP)",,Nucleotide interconversion
DCK1n,"Deoxycytidine kinase, nuclear (ATP)",,Nucleotide interconversion
DLNLCGCPT2,Carnitine transferase,,Fatty acid oxidation
DCSPTN1CPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
DCSPTN1CRNt,Transport into the mitochondria (carnitine),,Fatty acid oxidation
DCSPTN1t,Fatty acid transport via diffusion,,"Transport, extracellular"
DCTPtn,DCTP diffusion in nucleus,,"Transport, nuclear"
DCYTD,Deoxycytidine deaminase,,Pyrimidine catabolism
DCYTDn,"Deoxycytidine deaminase, nuclear",,Nucleotide interconversion
DCYTt,Deoxycytidine transport via diffusion,,"Transport, extracellular"
DECDPtm,"Lipid, flip-flop intracellular transport",,"Transport, mitochondrial"
DEDOLP2_L,Dehydrodolichol phosphate phosphatase (liver),,N-glycan synthesis
DESAT18_10,Fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA),,Fatty acid synthesis
DESAT18_6,Fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),,Fatty acid synthesis
DESAT18_12,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),,Fatty acid synthesis
DESAT22_2p,Fatty acyl-CoA desaturase (n-C22:5CoA -> n-C22:6CoA),,Fatty acid synthesis
DESAT24_1,Fatty acyl-CoA desaturase (n-C24:5CoA -> n-C24:6CoA),,Fatty acid synthesis
DGCHOLte,Bile acid intracellular transport,,"Transport, extracellular"
DGSNt,Deoyguanosine transport via diffusion,,"Transport, extracellular"
DGSNtm,Deoyguanosine transport in mitochondria,,"Transport, mitochondrial"
DHCRD2,Dihydroceramide desaturase,,Sphingolipid metabolism
DHDPBMTm,Dihydroxydecaprenylbenzoate methyltransferase,,Ubiquinone synthesis
DHEASt,Dehydroepiandrosterone sulfate transport via bicarbonate countertransport,,"Transport, extracellular"
DHEASULT,Dehydroepiandrosterone sulfotransferase,,Steroid metabolism
DHEAtr,Dehydroepiandrosterone transport,,"Transport, endoplasmic reticular"
DHFtl,Dihydrofolate reversible lysosomal transport,,"Transport, lysosomal"
DHFtm,Dihydrofolate reversible mitochondrial transport,,"Transport, mitochondrial"
DHORD9,Dihydoorotic acid dehydrogenase (quinone10),,Pyrimidine synthesis
DHPM1,"Dihydropyrimidinase (5,6-dihydrouracil)",,Pyrimidine catabolism
DIGALSGALSIDEtg,Digalsgalside hs intracellular transport,,"Transport, golgi apparatus"
DIGALSIDEtl,Digalside hs intracellular transport,,"Transport, lysosomal"
DITPtn,DITP nuclear transport,,"Transport, nuclear"
D_LACt2,D lactate transport via proton symport,,"Transport, extracellular"
DLNLCGCPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
DM_Asn_X_Ser_Thr_l,DM Asn  X  Ser FSLASH Thr LPAREN ly RPAREN ,,Intracellular demand
DM_core5_g,"Demand for Core5, Golgi Apparatus",,Intracellular demand
DM_dem2emgacpail_prot_hs_r,"Demand for  Deacylated-(Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol,  Endoplasmatic Reticulum",,Intracellular demand
DM_dgpi_prot_hs_r,"Demand for  Deacylated-Glycophosphatidylinositol (Gpi)-Anchored Protein,  Endoplasmatic Reticulum",,Intracellular demand
DM_dsT_antigen_g,"Demand for  Disialyl-T Antigen,  Golgi Apparatus",,Intracellular demand
DM_kdn_c,"Demand for  2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid,  Cytosolic",,Intracellular demand
DM_melanin_c,"Demand for Melanin, Cytosolic",,Intracellular demand
DM_n5m2masn_g,"Demand for  ((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein),  Golgi Apparatus",,Intracellular demand
DM_oretn_n,4-oxo-retonoic acid demand,,Intracellular demand
DM_Ser_Thr_l,DM Ser FSLASH Thr LPAREN ly RPAREN ,,Intracellular demand
DM_Ser_Gly_Ala_X_Gly_l,DM Ser  Gly FSLASH Ala  X  Gly LPAREN ly RPAREN ,,Intracellular demand
DM_sprm_c,"Demand for  Spermine,  Cytosolic",,Intracellular demand
DMANTIPYRINEte,Xenobiotic transport,,"Transport, extracellular"
DMATTx,Dimethylallyltranstransferase,,Cholesterol metabolism
DMGDHm,"Dimethylglycine dehydrogenase, mitochondrial",,"Glycine, serine, alanine, and threonine metabolism"
DMGtm,Dimethylglycine transport via diffusion (cytosol to mitochondria),,"Transport, mitochondrial"
DMHPTCRNCPT2,"2,6 dimethylheptanoly CoA carnitine transferase",,Fatty acid oxidation
DMHPTCRNte,"2,6 dimethylheptanoyl carnitine transport",,"Transport, extracellular"
C110CPT2m,DMNONCRNCPT2,,Fatty acid oxidation
DMNONCRNt,"4,8 dimethylnonanoyl crn transport",,Fatty acid oxidation
DNADtn,"DNAD transport, nuclear trhough pore",,"Transport, nuclear"
DNDPt10m,DADP transport via dCDP antiport,,"Transport, mitochondrial"
DNDPt11m,DADP transport via dGDP antiport,,"Transport, mitochondrial"
DNDPt13m,DADP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt14m,DUDP transport via dTDP antiport,,"Transport, mitochondrial"
DNDPt15m,DUDP transport via dGDP antiport,,"Transport, mitochondrial"
DNDPt16m,DUDP transport via dADP antiport,,"Transport, mitochondrial"
DNDPt17m,DUDP transport via dCDP antiport,,"Transport, mitochondrial"
DNDPt18m,DUDP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt1m,DATP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt20m,DTDP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt21m,DTDP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt25m,DTDP transport via dCDP antiport,,"Transport, mitochondrial"
DNDPt28m,DCDP transport via dGDP antiport,,"Transport, mitochondrial"
DNDPt32m,DGDP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt37m,DUTP transport via dTDP antiport,,"Transport, mitochondrial"
DNDPt38m,DUTP transport via dUDP antiport,,"Transport, mitochondrial"
DNDPt39m,DUTP transport via dGDP antiport,,"Transport, mitochondrial"
DNDPt40m,DUTP transport via dADP antiport,,"Transport, mitochondrial"
DNDPt42m,DUTP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt43m,DUTP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt45m,DTTP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt49m,DTTP transport via dADP antiport,,"Transport, mitochondrial"
DNDPt50m,DTTP transport via dCDP antiport,,"Transport, mitochondrial"
DNDPt52m,DCTP transport via dUDP antiport,,"Transport, mitochondrial"
DNDPt55m,DCTP transport via ADP antiport,,"Transport, mitochondrial"
DNDPt56m,DCTP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt57m,DGTP transport via ATP antiport,,"Transport, mitochondrial"
DNDPt59m,DGTP transport via dADP antiport,,"Transport, mitochondrial"
DNDPt5m,DATP transport via dTDP antiport,,"Transport, mitochondrial"
DNDPt60m,DGTP transport via dUDP antiport,,"Transport, mitochondrial"
DNDPt61m,DGTP transport via dTDP antiport,,"Transport, mitochondrial"
DNDPt62m,DGTP transport via dGDP antiport,,"Transport, mitochondrial"
DNDPt63m,DGTP transport via dCDP antiport,,"Transport, mitochondrial"
DNDPt6m,DATP transport via dGDP antiport,,"Transport, mitochondrial"
DOLGPP_Ler,Dolichyl-beta-D-glucosyl-phosphate dolichylphosphohydrolase (liver),,N-glycan synthesis
DOLICHOL_Lter,"Dolichol diffusion, human (liver)",,N-glycan synthesis
DOLICHOL_Uter,"Dolichol diffusion, human (uterus)",,N-glycan synthesis
DOLK_U,"Dolichol kinase, human (uterus)",,N-glycan synthesis
DOLPH_Uer,"Dolichol-phosphate phosphohydrolase, human (uterus)",,N-glycan synthesis
DOLPMT_U,Dolichyl-phosphate D-mannosyltransferase (uterus),,N-glycan synthesis
DOLP_Lter,Dolichol phosphate flippase (liver),,N-glycan synthesis
DOLP_Uter,Dolichol phosphate flippase (uterus),,N-glycan synthesis
DOPAt4_2_r,DOPAt4 LPAREN 2 RPAREN r,,"Transport, extracellular"
DOPAtu,Dopamine uniport,,"Transport, extracellular"
DOPAVESSEC_1,Secretion of Dopamine via Secretory Vesicle (ATP Driven),,"Transport, extracellular"
DPCOAtl,Dephospho-CoA transport from lysosome via diffusion,,"Transport, lysosomal"
DPGase,Diphosphoglycerate phosphatase,,Glycolysis/gluconeogenesis
DSAT,Dihydrosphingosine N-acyltransferase,,Sphingolipid metabolism
DTDPtn,DTDP nuclear transport,,"Transport, nuclear"
DUDPtn,DUDP nuclear transport,,"Transport, nuclear"
DURAD,Dihydrouracil dehydrogenase (NADP),,Pyrimidine catabolism
DURAD2,Dihydrothymin dehydrogenase (NADP),,Pyrimidine catabolism
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),,Nucleotide interconversion
DURIt,Deoxyuridine transport via diffusion,,"Transport, extracellular"
DUTPDPm,DUTP diphosphatase,,Nucleotide interconversion
EBASTINEOHtr,Xenobiotic transport,,"Transport, endoplasmic reticular"
EBASTINEte,Xenobiotic transport,,"Transport, extracellular"
ECOAH12m,"Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",,"Valine, leucine, and isoleucine metabolism"
ECOAH9m,"Enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",,"Valine, leucine, and isoleucine metabolism"
EICOSTETCPT1,Carnitine O-palmitoyltransferase,,Fatty acid oxidation
ENGASE2ly,"Endo-beta-N-acetylglucosaminidase, lysosomal",,N-glycan degradation
ESTRADIOLGLCtr,Glucuronidated compound transport,,"Transport, endoplasmic reticular"
ESTRADIOLt,Transport of Estradiol ,,"Transport, extracellular"
ESTRIOLGLCte,Glucuronidated compound transport,,"Transport, extracellular"
ESTRIOLtr,Estriol intracellular transport,,"Transport, endoplasmic reticular"
ESTRONEGLCt,ABC transporter,,"Transport, extracellular"
ESTRONESt,Estrone 3-sulfate transport via bicarbonate countertransport,,"Transport, extracellular"
ESTRONESt2,Estrone-3-sulfate transport via sodium cotransport,,"Transport, extracellular"
ESTRONEtr,Estrone intracellular transport,,"Transport, endoplasmic reticular"
ETF,Electron transfer flavoprotein,,Fatty acid oxidation
ETFQO,Electron transfer flavoprotein-ubiquinone oxidoreductase,,Fatty acid oxidation
ETHAK,Ethanolamine kinase,,Glycerophospholipid metabolism
EX_10fthf5glu_e,10-formyltetrahydrofolate-[Glu](5) exchange,,Extracellular exchange
EX_10fthf6glu_e,10-formyltetrahydrofolate-[Glu](6) exchange,,Extracellular exchange
EX_10fthf7glu_e,10-formyltetrahydrofolate-[Glu](7) exchange,,Extracellular exchange
EX_11_cis_retfa_e,Fatty acid 11-cis-retinol exchange,,Extracellular exchange
EX_13_cis_retnglc_e,13-cis-retinoyl glucuronide exchange,,Extracellular exchange
EX_24nph_e,"2,4 dihydroxy nitrophenol exchange",,Extracellular exchange
EX_25hvitd3_e,25-Hydroxyvitamin D3 exchange,,Extracellular exchange
EX_2hb_e,2 Hydroxybutyrate exchange,,Extracellular exchange
EX_2mcit_e,2-Methylcitrate exchange,,Extracellular exchange
EX_34dhphe_e,"3,4-Dihydroxy-L-phenylalanine exchange",,Extracellular exchange
EX_35cgmp_e,"3,5-Cyclic GMP exchange",,Extracellular exchange
EX_4hphac_e,4 hydroxyphenylacetate exchange,,Extracellular exchange
EX_4mptnl_e,4-methylpentanal Exchange,,Extracellular exchange
EX_7dhf_e,Heptaglutamyl folate (DHF) exchange,,Extracellular exchange
EX_7thf_e,Heptaglutamyl folate (THF) exchange,,Extracellular exchange
EX_9_cis_retfa_e,Fatty acid 9-cis-retinol exchange,,Extracellular exchange
EX_acetone_e,Acetone exchange,,Extracellular exchange
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,Type IIIA glycolipid exchange,,Extracellular exchange
EX_acnacngal14acglcgalgluside_hs_e,"3,8-LD1 exchange",,Extracellular exchange
EX_adp_e,Adp exchange,,Extracellular exchange
EX_ahandrostanglc_e,Etiocholan-3alpha-ol-17-one 3-glucuronide exchange,,Extracellular exchange
EX_ala_B_e,Beta-Alanine exchange,,Extracellular exchange
EX_ala__D_e,D-Alanine exchange,,Extracellular exchange
EX_aldstrn_e,Aldosterone exchange,,Extracellular exchange
EX_andrstrn_e,Androsterone exchange,,Extracellular exchange
EX_andrstrnglc_e,Androsterone glucuronide exchange,,Extracellular exchange
EX_antipyrene_e,Antipyrene exchange,,Extracellular exchange
EX_appnn_e,(+)-alpha-Pinene exchange,,Extracellular exchange
EX_arach_e,Arachidic acid exchange,,Extracellular exchange
EX_avite1_e,Alpha-Tocopherol exchange,,Extracellular exchange
EX_avite2_e,Alpha-Tocotrienol exchange,,Extracellular exchange
EX_bhb_e,(R)-3-Hydroxybutanoate transport via H+ symport,,Extracellular exchange
EX_bildglcur_e,Bilirubin beta-diglucuronide exchange,,Extracellular exchange
EX_biocyt_e,Biocytin exchange,,Extracellular exchange
EX_bvite_e,Beta-tocopherol exchange,,Extracellular exchange
EX_caro_e,Beta-Carotene exchange,,Extracellular exchange
EX_carveol_e,(E)-carveol exchange,,Extracellular exchange
EX_chol_e,Choline exchange,,Extracellular exchange
EX_cholate_e,Cholate exchange,,Extracellular exchange
EX_chtn_e,Chitin exchange,,Extracellular exchange
EX_clpnd_e,Clupanodonic acid (docosapentaenoic (n-3)) exchange,,Extracellular exchange
EX_coumarin_e,Coumarin exchange,,Extracellular exchange
EX_creat_e,Creatine exchange,,Extracellular exchange
EX_crmp_hs_e,Ceramide 1-phosphate exchange,,Extracellular exchange
EX_crn_e,L-Carnitine exchange,,Extracellular exchange
EX_crtstrn_e,Corticosterone Exchange,,Extracellular exchange
EX_crvnc_e,NC22:6 exchange,,Extracellular exchange
EX_cspg_c_e,Chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan exchange,,Extracellular exchange
EX_cspg_e_e,"Chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan exchange",,Extracellular exchange
EX_cyan_e,Hydrogen cyanide exchange,,Extracellular exchange
EX_dag_hs_e,Diacylglycerol (homo sapiens) exchange,,Extracellular exchange
EX_dcsptn1_e,"Docosa-4,7,10,13,16-pentaenoic acid (n-6) exchange",,Extracellular exchange
EX_dhdascb_e,Dehydroascorbate exchange,,Extracellular exchange
EX_dheas_e,Dehydroepiandrosterone sulfate exchange,,Extracellular exchange
EX_dhf_e,"7,8-Dihydrofolate exchange",,Extracellular exchange
EX_digalsgalside_hs_e,Digalactosylceramidesulfate exchange,,Extracellular exchange
EX_dlnlcg_e,Dihomo-gamma-linolenic acid (n-6) exchange,,Extracellular exchange
EX_dmantipyrine_e,Demethylated antipyrine exchange,,Extracellular exchange
EX_dmhptcrn_e,"2,6 dimethylheptanoyl carnitine exchange",,Extracellular exchange
EX_dopa_e,Dopamine exchange,,Extracellular exchange
EX_eaflatoxin_e,"8,9 epxoy aflatoxin B1 exchange",,Extracellular exchange
EX_ebastine_e,Ebastine exchange,,Extracellular exchange
EX_eicostet_e,Eicosatetranoic acid exchange,,Extracellular exchange
EX_estradiolglc_e,Estradiol glucuronide exchange,,Extracellular exchange
EX_fucacngalacglcgalgluside_hs_e,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer exchange",,Extracellular exchange
EX_fucfuc12gal14acglcgalgluside_hs_e,Ley glycolipid exchange,,Extracellular exchange
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 exchange,,Extracellular exchange
EX_fucfucgalacglcgalgluside_hs_e,Leb glycolipid exchange,,Extracellular exchange
EX_fucgal14acglcgalgluside_hs_e,Lacto-N-fucopentaosyl III ceramide exchange,,Extracellular exchange
EX_fucgalgbside_hs_e,Fucosyl galactosylgloboside (homo sapiens) exchange,,Extracellular exchange
EX_fuc__L_e,L-Fucose exchange,,Extracellular exchange
EX_galacglcgalgbside_hs_e,Gal-GlcNAc-Gal globoside (homo sapiens) exchange,,Extracellular exchange
EX_galfucgalacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 exchange,,Extracellular exchange
EX_gd1c_hs_e,GD1c (homo sapiens) exchange,,Extracellular exchange
EX_gdp_e,GDP exchange,,Extracellular exchange
EX_gluala_e,5-L-Glutamyl-L-alanine exchange,,Extracellular exchange
EX_glyc__S_e,(S)-Glycerate exchange,,Extracellular exchange
EX_gp1calpha_hs_e,GP1c alpha  (homo sapiens) exchange,,Extracellular exchange
EX_gq1balpha_hs_e,GQ1balpha (homo sapiens) exchange,,Extracellular exchange
EX_gsn_e,Guanosine exchange,,Extracellular exchange
EX_gt1a_hs_e,GT1a (homo sapiens) exchange,,Extracellular exchange
EX_gthox_e,Oxidized glutathione exchange,,Extracellular exchange
EX_ha_e,Hyaluronan exchange,,Extracellular exchange
EX_ha_pre1_e,"Hyaluronan biosynthesis, precursor 1 exchange",,Extracellular exchange
EX_hcoumarin_e,Hydroxy coumarin exchange,,Extracellular exchange
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,,Extracellular exchange
EX_hexc_e,Hexacosanoate  n C260  exchange,,Extracellular exchange
EX_hom__L_e,L-Homoserine exchange,,Extracellular exchange
EX_hspg_e,Heparan sulfate proteoglycan exchange,,Extracellular exchange
EX_htaxol_e,Hydroxylated taxol exchange,,Extracellular exchange
EX_i_e,Iodide exchange,,Extracellular exchange
EX_imp_e,IMP exchange,,Extracellular exchange
EX_ksi_e,Keratan sulfate I exchange,,Extracellular exchange
EX_ksii_core4_e,Keratan sulfate II (core 4-linked) exchange,,Extracellular exchange
EX_lac__D_e,D-lactate exchange,,Extracellular exchange
EX_cysi__L_e,L Cystine exchange,,Extracellular exchange
EX_leuktrB4_e,Leukotriene B4 exchange,,Extracellular exchange
EX_leuktrC4_e,Leukotriene C4 exchange,,Extracellular exchange
EX_leuktrD4_e,Leukotriene D4 exchange,,Extracellular exchange
EX_leuktrE4_e,Leukotriene E4 exchange,,Extracellular exchange
EX_limnen_e,Limonene exchange,,Extracellular exchange
EX_lipoate_e,Lipoate exchange,,Extracellular exchange
EX_lnlc_e,Linoleic acid (all cis C18:2) exchange,,Extracellular exchange
EX_lnlnca_e,Alpha-Linolenic acid exchange,,Extracellular exchange
EX_lpchol_hs_e,Lysophosphatidylcholine (homo sapiens) exchange,,Extracellular exchange
EX_meoh_e,Methanol exchange,,Extracellular exchange
EX_mercplaccys_e,3-mercaptolactate-cysteine disulfide exchange,,Extracellular exchange
EX_mthgxl_e,Methylglyoxal exchange,,Extracellular exchange
EX_nad_e,Nicotinamide adenine dinucleotide exchange,,Extracellular exchange
EX_nadp_e,Nicotinamide adenine dinucleotide phosphate exchange,,Extracellular exchange
EX_nifedipine_e,Nifedipine exchange,,Extracellular exchange
EX_npthl_e,Naphthalene exchange,,Extracellular exchange
EX_nrpphr_e,Norepinephrine exchange,,Extracellular exchange
EX_oagd3_hs_e,9-O-Acetylated GD3 (homo sapiens) exchange,,Extracellular exchange
EX_oagt3_hs_e,9-O-Acetylated GT3 (homo sapiens) exchange,,Extracellular exchange
EX_ocdca_e,Octadecanoate (n-C18:0) exchange,,Extracellular exchange
EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,,Extracellular exchange
EX_octa_e,Octanoate (n-C8:0) exchange,,Extracellular exchange
EX_onpthl_e,Naphthalene epoxide exchange,,Extracellular exchange
