metabolite_id,metabolite_name,metabolite_no_compartment,compartment
n4abutn_c,N4 Acetylaminobutanal C6H11NO2,n4abutn,c
asn__L_c,L-Asparagine,asn,c
nh4_e,Ammonium,nh4,e
aqcobal_e,Aquacob(III)alamin,aqcobal,e
adn_e,Adenosine,adn,e
asn__L_e,L-Asparagine,asn,e
aqcobal_c,Aquacob(III)alamin,aqcobal,c
cys__L_c,L-Cysteine,cys,c
ins_e,Inosine,ins,e
arab__L_e,L-Arabinose,arab,e
ade_e,Adenine,ade,e
cys__L_e,L-Cysteine,cys,e
arab__L_c,L-Arabinose,arab,c
ala__D_e,D-Alanine,ala,e
ade_c,Adenine,ade,c
gtp_c,GTP C10H12N5O14P3,gtp,c
arachcoa_c,Arachidyl coenzyme A,arachcoa,c
gdp_c,GDP C10H12N5O11P2,gdp,c
ala__D_c,D-Alanine,ala,c
gln__L_c,L-Glutamine,gln,c
arachcoa_x,Arachidyl coenzyme A,arachcoa,x
gln__L_e,L-Glutamine,gln,e
gtp_m,GTP C10H12N5O14P3,gtp,m
arachcrn_c,Arachidyl carnitine,arachcrn,c
gdp_m,GDP C10H12N5O11P2,gdp,m
gly_c,Glycine,gly,c
arachcoa_m,Arachidyl coenzyme A,arachcoa,m
gly_e,Glycine,gly,e
damp_c,DAMP C10H12N5O6P,damp,c
arachcrn_m,Arachidyl carnitine,arachcrn,m
datp_c,DATP C10H12N5O12P3,datp,c
ser__L_c,L-Serine,ser,c
arachdcoa_c,C20:4-CoA,arachdcoa,c
dadp_c,DADP C10H12N5O9P2,dadp,c
arachdcoa_x,C20:4-CoA,arachdcoa,x
ametam_c,S-Adenosylmethioninamine,ametam,c
ser__L_e,L-Serine,ser,e
arachd_e,Arachidonic acid,arachd,e
thr__L_c,L-Threonine,thr,c
camp_c,CAMP C10H11N5O6P,camp,c
arachd_r,Arachidonic acid,arachd,r
adn_m,Adenosine,adn,m
thr__L_e,L-Threonine,thr,e
arach_e,Arachidic acid,arach,e
g1p_c,D-Glucose 1-phosphate,g1p,c
arach_c,Arachidic acid,arach,c
12ppd__R_c,"(R)-Propane-1,2-diol",12ppd,c
arg__L_m,L-Arginine,arg,m
adpman_c,Adenosine-5-Diphosphate-D-Mannose,adpman,c
lys__L_e,L-Lysine,lys,e
man1p_c,D-Mannose 1-phosphate,man1p,c
lald__D_c,D-Lactaldehyde,lald,c
arg__L_e,L-Arginine,arg,e
12ppd__S_c,"(S)-Propane-1,2-diol",12ppd,c
adprib_e,ADPribose C15H21N5O14P2,adprib,e
arg__L_c,L-Arginine,arg,c
adprib_c,ADPribose C15H21N5O14P2,adprib,c
adp_x,ADP C10H12N5O10P2,adp,x
lald__L_c,L-Lactaldehyde,lald,c
orn_m,Ornithine,orn,m
etoh_c,Ethanol,etoh,c
adrncoa_c,Adrenyl coenzyme A,adrncoa,c
adrncoa_x,Adrenyl coenzyme A,adrncoa,x
argsuc_c,N(omega)-(L-Arginino)succinate,argsuc,c
crn_c,L-Carnitine,crn,c
adrncrn_c,Adrenyl carnitine,adrncrn,c
id3acald_c,Indole 3 acetaldehyde C10H9NO,id3acald,c
ind3ac_c,Indole 3 acetate C10H8NO2,ind3ac,c
citr__L_c,L-Citrulline,citr,c
id3acald_m,Indole 3 acetaldehyde C10H9NO,id3acald,m
adrncoa_m,Adrenyl coenzyme A,adrncoa,m
sgalside_hs_l,Sulfatide galactocerebroside (homo sapiens),sgalside,l
crn_m,L-Carnitine,crn,m
ind3ac_m,Indole 3 acetate C10H8NO2,ind3ac,m
galside_hs_l,Galactocerebroside (homo sapiens),galside,l
pristanal_c,Pristanal c,pristanal,c
prist_c,Pristanic acid,prist,c
adrncrn_m,Adrenyl carnitine,adrncrn,m
adrnl_e,Adrenaline,adrnl,e
so4_l,Sulfate,so4,l
adrn_e,Adrenic acid,adrn,e
aldstrn_c,Aldstrn c,aldstrn,c
Rtotal_c,Rtotal c,Rtotal,c
aldstrn_e,Aldstrn c,aldstrn,e
adrn_c,Adrenic acid,adrn,c
Rtotalcoa_c,Rtotalcoa c,Rtotalcoa,c
aps_c,Adenosine 5-phosphosulfate,aps,c
aldstrn_m,Aldstrn c,aldstrn,m
Rtotal3coa_c,Rtotal3coa c,Rtotal3coa,c
dhap_c,Dihydroxyacetone phosphate,dhap,c
dcamp_c,"N6-(1,2-Dicarboxyethyl)-AMP",dcamp,c
Rtotal3_c,R total 3 position,Rtotal3,c
fum_c,Fumarate,fum,c
arachd_c,Arachidonic acid,arachd,c
pmtcoa_c,Palmitoyl-CoA (n-C16:0CoA),pmtcoa,c
12HPET_c,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",12HPET,c
25aics_c,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,25aics,c
hdcoa_c,Hexadecenoyl-CoA (n-C16:1CoA),hdcoa,c
tdcoa_c,Tetradecanoyl-CoA (n-C14:0CoA),tdcoa,c
aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,aicar,c
aflatoxin_e,Aflatoxin c,aflatoxin,e
15HPET_c,15-Hydroperoxyeicosatetraenoic acid,15HPET,c
lnlncacoa_c,Alpha-Linolenoyl-CoA,lnlncacoa,c
5HPET_c,"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate",5HPET,c
aflatoxin_c,Aflatoxin c,aflatoxin,c
R2coa_hs_c,R group 2 Coenzyme A homo sapiens,R2coa,c
leuktrA4_c,Leukotriene A4 cytosol,leuktrA4,c
lnlncgcoa_c,Gamma-linolenoyl-CoA,lnlncgcoa,c
ksii_core4_pre2_g,"Keratan sulfate II boisynthesis, precursor 2",ksii,g
strdnccoa_c,Stearidonyl coenzyme A,strdnccoa,c
dhcholestancoa_x,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",dhcholestancoa,x
dlnlcgcoa_c,Dihomo-gamma-linolenyl coenzyme A,dlnlcgcoa,c
h2o_r,H2O H2O,h2o,r
ksii_core4_pre3_g,"Keratan sulfate II biosynthesis, precursor 3",ksii,g
tmndnccoa_c,Timnodonyl coenzyme A,tmndnccoa,c
ksii_core4_pre4_g,"Keratan sulfate II biosynthesis, precursor 4",ksii,g
ksii_core4_pre5_g,"Keratan sulfate II biosynthesis, precursor 5",ksii,g
o2_r,O2 O2,o2,r
ksii_core4_pre7_g,"Keratan sulfate II biosynthesis, precursor 7",ksii,g
lnlccoa_c,Linoleic coenzyme A,lnlccoa,c
ksii_core4_pre8_g,"Keratan sulfate II biosynthesis, precursor 8",ksii,g
dhcholestancoa_r,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",dhcholestancoa,r
cholcoar_x,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA",cholcoar,x
clpndcoa_c,Clupanodonyl CoA,clpndcoa,c
cholcoar_r,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA",cholcoar,r
ksii_core2_pre2_g,"Keratan sulfate II biosynthesis, precursor 2",ksii,g
dcsptn1coa_c,"Docosa-4,7,10,13,16-pentaenoyl coenzyme A",dcsptn1coa,c
ksii_core2_pre3_g,"Keratan sulfate II biosynthesis, precursor 3",ksii,g
amuco_c,2-Aminomuconate,amuco,c
ksii_core2_pre4_g,"Keratan sulfate II biosynthesis, precursor 4",ksii,g
c226coa_c,Cervonyl coenzyme A,c226coa,c
ksii_core2_pre5_g,"Keratan sulfate II biosynthesis, precursor 5",ksii,g
stcoa_c,Stearoyl-CoA (n-C18:0CoA),stcoa,c
ksii_core2_pre7_g,"Keratan sulfate II biosynthesis, precursor 7",ksii,g
amet_r,S-Adenosyl-L-methionine,amet,r
odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),odecoa,c
amet_m,S-Adenosyl-L-methionine,amet,m
ksii_core2_pre8_g,"Keratan sulfate II biosynthesis, precursor 8",ksii,g
octd11ecoa_c,11-Octadecenoyl Coenzyme A,octd11ecoa,c
cdpchol_c,CDPcholine C14H25N4O11P2,cdpchol,c
cmp_c,CMP C9H12N3O8P,cmp,c
ahcys_m,S-Adenosyl-L-homocysteine,ahcys,m
imp_c,IMP C10H11N4O8P,imp,c
lneldccoa_c,Linoelaidyl coenzyme A,lneldccoa,c
cgly_e,Cys Gly C5H10N2O3S,cgly,e
cdpea_c,CDPethanolamine C11H19N4O11P2,cdpea,c
nrvnccoa_c,Nervonyl coenzyme A,nrvnccoa,c
Rtotal2_c,R total 2 position,Rtotal2,c
amp_x,AMP C10H12N5O7P,amp,x
amp_r,AMP C10H12N5O7P,amp,r
od2coa_c,Trans-Octadec-2-enoyl-CoA,od2coa,c
agm_m,Agmatine,agm,m
ttccoa_c,Tetracosanoyl CoA   n C240CoA  C45H78N7O17P3S,ttccoa,c
ptrc_m,Putrescine,ptrc,m
urea_m,Urea CH4N2O,urea,m
strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",strch1,e
hexccoa_c,Hexacosanoyl CoA  n C260CoA  C47H82N7O17P3S,hexccoa,c
glc__D_e,D-Glucose,glc,e
strch2_e,"Starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",strch2,e
Rtotal2coa_c,Rtotal2coa c,Rtotal2coa,c
alpa_hs_c,Lysophosphatidic acid (homo sapiens),alpa,c
eicostetcoa_c,Eicosatetranoyl coenzyme A,eicostetcoa,c
pa_hs_c,Phosphatidic acid (homo sapiens),pa,c
glygn2_e,"Glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",glygn2,e
tetpent6coa_c,"Tetracosapentaenoyl coenzyme A, n-6",tetpent6coa,c
glygn4_e,"Glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",glygn4,e
ala__L_m,L-Alanine,ala,m
tetpent3coa_c,"Tetracosapentaenoyl coenzyme A, n-3",tetpent3coa,c
glx_m,Glyoxylate,glx,m
tettet6coa_c,Tetracosatetraenoyl coenzyme A,tettet6coa,c
gly_m,Glycine,gly,m
andrstrnglc_c,Androsterone glucuronide,andrstrnglc,c
tethex3coa_c,Tetracosahexaenoyl coenzyme A,tethex3coa,c
andrstrnglc_e,Androsterone glucuronide,andrstrnglc,e
pyr_x,Pyruvate,pyr,x
hdd2coa_c,Trans-Hexadec-2-enoyl-CoA,hdd2coa,c
ala__L_x,L-Alanine,ala,x
andrstrnglc_r,Androsterone glucuronide,andrstrnglc,r
pmtcoa_m,Palmitoyl-CoA (n-C16:0CoA),pmtcoa,m
andrstrn_e,Andrstrn c,andrstrn,e
glx_x,Glyoxylate,glx,x
andrstrn_c,Andrstrn c,andrstrn,c
Rtotal3coa_m,Rtotal3coa c,Rtotal3coa,m
andrstrn_r,Andrstrn c,andrstrn,r
gly_x,Glycine,gly,x
ahandrostanglc_c,Etiocholan-3alpha-ol-17-one 3-glucuronide,ahandrostanglc,c
Rtotal_l,Rtotal c,Rtotal,l
ahandrostanglc_e,Etiocholan-3alpha-ol-17-one 3-glucuronide,ahandrostanglc,e
antipyrene_e,Antipyrene c,antipyrene,e
crm_hs_l,Ceramide (homo sapiens),crm,l
antipyrene_c,Antipyrene c,antipyrene,c
ahandrostanglc_r,Etiocholan-3alpha-ol-17-one 3-glucuronide,ahandrostanglc,r
sphings_l,Sphingosine cytosol,sphings,l
2aobut_m,L-2-Amino-3-oxobutanoate,2aobut,m
ascb__L_c,L-Ascorbate,ascb,c
msa_m,Malonate semialdehyde,msa,m
atp_x,ATP C10H12N5O13P3,atp,x
o2s_c,Superoxide anion,o2s,c
avite2_e,Alpha-Tocotrienol,avite2,e
ala_B_m,Beta-Alanine,ala,m
apnnox_e,Alpha-Pinene-oxide,apnnox,e
dhdascb_c,Dehydroascorbate,dhdascb,c
apnnox_c,Alpha-Pinene-oxide,apnnox,c
avite2_c,Alpha-Tocotrienol,avite2,c
ascb__L_e,L-Ascorbate,ascb,e
apoC_c,Apocarboxlase (no lys residue),apoC,c
gbside_hs_g,Globoside (homo sapiens),gbside,g
nh4_m,Ammonium,nh4,m
ga2_hs_g,GA2 (homo sapiens),ga2,g
lys__L_c,L-Lysine,lys,c
asn__L_m,L-Asparagine,asn,m
apoC_Lys_c,Apocarboxylase (Lys residue),apoC,c
apoC_m,Apocarboxlase (no lys residue),apoC,m
ga1_hs_g,GA1 (homo sapiens),ga1,g
Asn_X_Ser_Thr_l,Asn  X  Ser FSLASH Thr l,Asn,l
gm2_hs_g,Ganglioside GM2 (homo sapiens),gm2,g
lys__L_m,L-Lysine,lys,m
cbp_c,Carbamoyl phosphate,cbp,c
apoC_Lys_m,Apocarboxylase (Lys residue),apoC,m
gm1_hs_g,Ganglioside GM1 (homo sapiens),gm1,g
cbasp_c,N-Carbamoyl-L-aspartate,cbasp,c
gd2_hs_g,GD2 (homo sapiens),gd2,g
gd1b_hs_g,GD1b (homo sapiens),gd1b,g
apoC_Lys_btn_c,Holocarboxylase (biotin covalent bound to Lys residue of apoC),apoC,c
asp__D_e,D-Aspartate,asp,e
gt2_hs_g,GT2 (homo sapiens),gt2,g
asp__D_c,D-Aspartate,asp,c
gt1c_hs_g,GT1c (homo sapiens),gt1c,g
nadp_r,Nicotinamide adenine dinucleotide phosphate,nadp,r
44mctr_r,4 4 dimethylcholesta 8 14 24 trienol C29H46O,44mctr,r
k_c,Potassium,k,c
44mzym_r,4 4 dimethylzymosterol C29H48O,44mzym,r
galgbside_hs_g,Galactosylgloboside (homo sapiens),galgbside,g
k_e,Potassium,k,e
acglcgalgluside_hs_g,(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1,acglcgalgluside,g
galacglcgalgluside_hs_g,Lc4Cer,galacglcgalgluside,g
pmtcrn_c,L-Palmitoylcarnitine,pmtcrn,c
asp__D_x,D-Aspartate,asp,x
pmtcrn_m,L-Palmitoylcarnitine,pmtcrn,m
gal14acglcgalgluside_hs_g,Lactoneotetraosylceramide,gal14acglcgalgluside,g
Nacasp_m,N-Acetyl-L-aspartate,Nacasp,m
acglcgal14acglcgalgluside_hs_g,NLc5Cer,acglcgal14acglcgalgluside,g
hdcecrn_c,Hexadecenoyl carnitine,hdcecrn,c
asp__L_e,L-Aspartate,asp,e
hdd2crn_c,Trans-Hexadec-2-enoyl carnitine,hdd2crn,c
galacglcgal14acglcgalgluside_hs_g,I-antigen,galacglcgal14acglcgalgluside,g
oaa_m,Oxaloacetate,oaa,m
acglc13galacglcgal14acglcgalgluside_hs_g,NLc7Cer,acglc13galacglcgal14acglcgalgluside,g
galacgalfuc12gal14acglcgalgluside_hs_g,(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,galacgalfuc12gal14acglcgalgluside,g
hdcoa_m,Hexadecenoyl-CoA (n-C16:1CoA),hdcoa,m
atp_r,ATP C10H12N5O13P3,atp,r
hdcecrn_m,Hexadecenoyl carnitine,hdcecrn,m
hdd2coa_m,Trans-Hexadec-2-enoyl-CoA,hdd2coa,m
hdd2crn_m,Trans-Hexadec-2-enoyl carnitine,hdd2crn,m
galacgalfucgalacglcgal14acglcgalgluside_hs_g,(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,galacgalfucgalacglcgal14acglcgalgluside,g
acglcgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1,acglcgalacglcgal14acglcgalgluside,g
galacglcgalacglcgal14acglcgalgluside_hs_g,I-antigen,galacglcgalacglcgal14acglcgalgluside,g
adp_r,ADP C10H12N5O10P2,adp,r
galacglc13galacglcgal14acglcgalgluside_hs_g,NLc8Cer,galacglc13galacglcgal14acglcgalgluside,g
stcrn_c,Stearoylcarnitine,stcrn,c
atp_e,ATP C10H12N5O13P3,atp,e
stcoa_m,Stearoyl-CoA (n-C18:0CoA),stcoa,m
stcrn_m,Stearoylcarnitine,stcrn,m
galthcrm_hs_g,Gal-Gal-Gal-Glc-Cer (homo sapiens),galthcrm,g
galgalthcrm_hs_g,Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens),galgalthcrm,g
pi_e,Phosphate,pi,e
galgalgalthcrm_hs_g,Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens),galgalgalthcrm,g
odecrn_c,Octadecenoyl carnitine,odecrn,c
amp_e,AMP C10H12N5O7P,amp,e
acglcgalgbside_hs_g,GlcNAc-Gal globoside (homo sapiens),acglcgalgbside,g
adp_e,ADP C10H12N5O10P2,adp,e
galacglcgalgbside_hs_g,Gal-GlcNAc-Gal globoside (homo sapiens),galacglcgalgbside,g
odecoa_m,Octadecenoyl-CoA (n-C18:1CoA),odecoa,m
odecrn_m,Octadecenoyl carnitine,odecrn,m
h2o_g,H2O H2O,h2o,g
atp_n,ATP C10H12N5O13P3,atp,n
arachdcrn_c,C20:4 carnitine,arachdcrn,c
pep_m,Phosphoenolpyruvate,pep,m
arachdcoa_m,C20:4-CoA,arachdcoa,m
gm2a_hs_g,GM2alpha (homo sapiens),gm2a,g
gm1a_hs_g,GM1alpha (homo sapiens),gm1a,g
arachdcrn_m,C20:4 carnitine,arachdcrn,m
gluside_hs_g,Glucocerebroside (homo sapiens),gluside,g
creat_m,Creatine cytosol,creat,m
cholcoa_x,Choloyl-CoA(4-),cholcoa,x
pcreat_m,Phosphocreatine,pcreat,m
gchola_x,Glycocholate,gchola,x
c226coa_x,Cervonyl coenzyme A,c226coa,x
creat_c,Creatine cytosol,creat,c
c226crn_c,Cervonyl carnitine,c226crn,c
c226coa_m,Cervonyl coenzyme A,c226coa,m
taur_x,Taurine C2H7NO3S,taur,x
pcreat_c,Phosphocreatine,pcreat,c
tchola_x,Taurocholic acid C26H45NO7S,tchola,x
c226crn_m,Cervonyl carnitine,c226crn,m
cl_e,Chloride,cl,e
co2_r,CO2 CO2,co2,r
dgcholcoa_x,Chenodeoxyglycocholoyl-CoA,dgcholcoa,x
cl_c,Chloride,cl,c
4mzym_int1_r,4 Methylzymosterol intermediate 1 C29H46O3,4mzym,r
for_c,Formate,for,c
4mzym_int2_r,4 Methylzymosterol intermediate 2 C28H44O,4mzym,r
dgchol_x,Chenodeoxyglycocholate,dgchol,x
for_e,Formate,for,e
dcholcoa_x,Chenodeoxycholoyl coenzyme a,dcholcoa,x
btn_c,Biotin,btn,c
nadh_r,Nicotinamide adenine dinucleotide - reduced,nadh,r
nad_r,Nicotinamide adenine dinucleotide,nad,r
i_c,I c,i,c
zym_int2_r,Zymosterol intermediate 2 C27H42O,zym,r
btamp_c,Biotinyl 5  AMP C20H27N7O9PS,btamp,c
i_e,I c,i,e
btn_m,Biotin,btn,m
zymst_r,Zymosterol C27H44O,zymst,r
oxa_c,Oxalate,oxa,c
ca2_c,Calcium,ca2,c
btamp_m,Biotinyl 5  AMP C20H27N7O9PS,btamp,m
oxa_e,Oxalate,oxa,e
ala_B_c,Beta-Alanine,ala,c
ca2_e,Calcium,ca2,e
clpndcoa_x,Clupanodonyl CoA,clpndcoa,x
caro_e,Beta-Carotene,caro,e
ala_B_e,Beta-Alanine,ala,e
clpndcrn_c,Clupanodonyl carnitine,clpndcrn,c
4tmeabutn_c,4-Trimethylammoniobutanoate,4tmeabutn,c
carveol_e,(-)-trans-carveol,carveol,e
succ_c,Succinate,succ,c
clpndcoa_m,Clupanodonyl CoA,clpndcoa,m
carveol_c,(-)-trans-carveol,carveol,c
clpndcrn_m,Clupanodonyl carnitine,clpndcrn,m
etoh_x,Ethanol,etoh,x
caro_c,Beta-Carotene,caro,c
clpnd_e,Clupanodonic acid,clpnd,e
h2o2_m,Hydrogen peroxide,h2o2,m
clpnd_c,Clupanodonic acid,clpnd,c
cbl2_c,Cob II alamin C62H88CoN13O14P,cbl2,c
retinal_c,All-trans-Retinal,retinal,c
glc__D_c,D-Glucose,glc,c
pglyc_hs_c,Phosphatidylglycerol (homo sapiens),pglyc,c
cbl2_m,Cob II alamin C62H88CoN13O14P,cbl2,m
clpn_hs_c,Cardiolipin (homo sapiens),clpn,c
nh4_r,Ammonium,nh4,r
bhb_m,(R)-3-Hydroxybutanoate,bhb,m
cmp_g,CMP C9H12N3O8P,cmp,g
gdpmann_c,GDP-D-mannose,gdpmann,c
glc__D_r,D-Glucose,glc,r
cmpacna_c,CMP-N-acetylneuraminate,cmpacna,c
cbp_r,Carbamoyl phosphate,cbp,r
betald_m,Betaine aldehyde,betald,m
cmpacna_g,CMP-N-acetylneuraminate,cmpacna,g
glyb_m,Glycine betaine,glyb,m
g6p_r,D-Glucose 6-phosphate,g6p,r
cmpacna_n,CMP-N-acetylneuraminate,cmpacna,n
cbp_m,Carbamoyl phosphate,cbp,m
bhb_e,(R)-3-Hydroxybutanoate,bhb,e
bhb_c,(R)-3-Hydroxybutanoate,bhb,c
hcys__L_c,L-Homocysteine,hcys,c
pi_r,Phosphate,pi,r
ppi_n,Diphosphate,ppi,n
ppi_r,Diphosphate,ppi,r
prostge1_c,Prostaglandin E1,prostge1,c
glyb_c,Glycine betaine,glyb,c
ctp_n,CTP C9H12N3O14P3,ctp,n
dmgly_c,"N,N-Dimethylglycine",dmgly,c
met__L_c,L-Methionine,met,c
prostge2_c,Prostaglandin E2,prostge2,c
co2_g,CO2 CO2,co2,g
prostgf2_c,Prostaglandin F2alpha,prostgf2,c
bildglcur_e,Bilirubin beta-diglucuronide,bildglcur,e
co2_x,CO2 CO2,co2,x
bildglcur_c,Bilirubin beta-diglucuronide,bildglcur,c
cdpdag_hs_c,CDP diacylglycerol (homo sapiens),cdpdag,c
coa_g,Coenzyme A,coa,g
inost_c,Myo-Inositol,inost,c
bildglcur_r,Bilirubin beta-diglucuronide,bildglcur,r
coa_l,Coenzyme A,coa,l
bilglcur_e,Bilirubin monoglucuronide,bilglcur,e
pail_hs_c,Phosphatidylinositol (homo sapiens),pail,c
cdpdag_hs_m,CDP diacylglycerol (homo sapiens),cdpdag,m
coa_r,Coenzyme A,coa,r
ctp_c,CTP C9H12N3O14P3,ctp,c
bilglcur_c,Bilirubin monoglucuronide,bilglcur,c
bilglcur_r,Bilirubin monoglucuronide,bilglcur,r
coke_r,Cocaine,coke,r
pa_hs_m,Phosphatidic acid (homo sapiens),pa,m
egme_r,Ecgonine methyl ester,egme,r
ctp_m,CTP C9H12N3O14P3,ctp,m
biliverd_c,Biliverdin cytosol,biliverd,c
2dpmhobq_m,"2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",2dpmhobq,m
bilirub_c,Bilirubin cytosol,bilirub,c
dag_hs_c,Diacylglycerol (homo sapiens),dag,c
bilirub_e,Bilirubin cytosol,bilirub,e
q10_m,Ubiquinone-10,q10,m
bilirub_r,Bilirubin cytosol,bilirub,r
pchol_hs_c,Phosphatidylcholine (homo sapiens),pchol,c
pe_hs_c,Phosphatidylethanolamine (homo sapiens),pe,c
2dp6mobq_m,"2-Decaprenyl-6-methoxy-1,4-benzoquinone",2dp6mobq,m
crm_hs_c,Ceramide (homo sapiens),crm,c
biocyt_n,Biocyt c,biocyt,n
2dp6mobq_me_m,"2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",2dp6mobq,m
h_r,H+,h,r
crmp_hs_c,Ceramide 1-phosphate,crmp,c
2dp6mep_m,2-Decaprenyl-6-methoxyphenol,2dp6mep,m
memgacpail_hs_r,"(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)",memgacpail,r
crm_hs_g,Ceramide (homo sapiens),crm,g
Tn_antigen_g,Tn antigen g,Tn,g
crm_hs_r,Ceramide (homo sapiens),crm,r
dolp__L_r,"Dolichol phosphate, human liver homolog",dolp,r
core3_g,Core3 g,core3,g
m2emgacpail_hs_r,"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",m2emgacpail,r
gluside_hs_c,Glucocerebroside (homo sapiens),gluside,c
gluside_hs_r,Glucocerebroside (homo sapiens),gluside,r
core4_g,Core4 g,core4,g
cgly_c,Cys Gly C5H10N2O3S,cgly,c
dolmanp_U_r,"Dolichyl phosphate D-mannose, human uterine homolog",dolmanp,r
core5_g,Core5 g,core5,g
dolp_U_r,"Dolichol phosphate, human uterine homolog",dolp,r
chsterol_r,Chsterol c,chsterol,r
core6_g,Core6 g,core6,g
xol25oh_r,25-Hydroxycholesterol,xol25oh,r
h2o_n,H2O H2O,h2o,n
core7_g,Core7 g,core7,g
lys__L_n,L-Lysine,lys,n
btn_n,Biotin,btn,n
core8_g,Core8 g,core8,g
biocyt_e,Biocyt c,biocyt,e
chol_c,Choline C5H14NO,chol,c
co_c,Carbon monoxide,co,c
coa_n,Coenzyme A,coa,n
chol_n,Choline C5H14NO,chol,n
btn_e,Biotin,btn,e
co_e,Carbon monoxide,co,e
cholp_c,Choline phosphate C5H13NO4P,cholp,c
3uib_c,3-Ureidoisobutyrate,3uib,c
T4hcinnm_m,Trans 4 Hydroxycinnamate C9H7O3,T4hcinnm,m
3aib__D_c,D-3-Amino-isobutanoate,3aib,c
chol_m,Choline C5H14NO,chol,m
coumarin_e,Coumarin; 2H-1-Benzopyran-2-one,coumarin,e
cholate_e,Cholate c,cholate,e
but_c,Butyrate (n-C4:0),but,c
coumarin_c,Coumarin; 2H-1-Benzopyran-2-one,coumarin,c
but_m,Butyrate (n-C4:0),but,m
cholate_c,Cholate c,cholate,c
creat_e,Creatine cytosol,creat,e
cholp_g,Choline phosphate C5H13NO4P,cholp,g
cholp_l,Choline phosphate C5H13NO4P,cholp,l
bvite_e,Beta-Tocopherol,bvite,e
crmp_hs_e,Ceramide 1-phosphate,crmp,e
bvite_c,Beta-Tocopherol,bvite,c
chol_g,Choline C5H14NO,chol,g
crn_x,L-Carnitine,crn,x
chol_r,Choline C5H14NO,chol,r
bz_e,Benzoate,bz,e
pcrn_x,Propionyl-carnitine,pcrn,x
chsterol_c,Chsterol c,chsterol,c
bz_c,Benzoate,bz,c
pcrn_c,Propionyl-carnitine,pcrn,c
bz_r,Benzoate,bz,r
chsterols_c,Cholesterol sulfate,chsterols,c
chsterol_l,Chsterol c,chsterol,l
chsterol_m,Chsterol c,chsterol,m
nadph_r,Nicotinamide adenine dinucleotide phosphate - reduced,nadph,r
acrn_x,O Acetylcarnitine C9H17NO4,acrn,x
chsterol_g,Chsterol c,chsterol,g
chtn_c,Chtn c,chtn,c
cspg_c_e,Chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,cspg,e
crn_e,L-Carnitine,crn,e
cspg_d_g,Chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,cspg,g
acgam_e,N-Acetyl-D-glucosamine,acgam,e
dmnoncrn_x,"4,8 dimethylnonanoyl carnitine",dmnoncrn,x
chtn_e,Chtn c,chtn,e
cspg_d_e,Chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,cspg,e
dmnoncrn_m,"4,8 dimethylnonanoyl carnitine",dmnoncrn,m
cspg_e_g,"Chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",cspg,g
itaccoa_m,Itaconyl CoA C26H35N7O19P3S,itaccoa,m
crtn_c,Creatinine,crtn,c
citmcoa__L_m,L-Citramalyl-CoA,citmcoa,m
cspg_e_e,"Chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",cspg,e
crtsl_e,Crtsl c,crtsl,e
cyan_e,Hydrogen cyanide,cyan,e
citr__L_m,L-Citrulline,citr,m
cit_e,Citrate,cit,e
cyan_c,Hydrogen cyanide,cyan,c
crtsl_c,Crtsl c,crtsl,c
cyan_m,Hydrogen cyanide,cyan,m
crtsl_m,Crtsl c,crtsl,m
dolichol_U_c,"Dolichol, human uterine homolog",dolichol,c
focytC_m,Ferrocytochrome C,focytC,m
